carpark_number,update_datetime,total_lots,lot_type,lots_available,data_snapshot_time
PL57,2026-02-04T02:59:27,521,C,172,2026-02-04 03:00
PL57,2026-02-04T03:57:59,521,C,172,2026-02-04 04:00
PL57,2026-02-04T04:59:00,521,C,168,2026-02-04 05:00
PL57,2026-02-04T05:58:01,521,C,178,2026-02-04 06:00
PL57,2026-02-04T06:58:02,521,C,228,2026-02-04 07:00
PL57,2026-02-04T07:59:03,521,C,312,2026-02-04 08:00
PL57,2026-02-04T08:58:04,521,C,347,2026-02-04 09:00
PL57,2026-02-04T09:58:05,521,C,363,2026-02-04 10:00
PL57,2026-02-04T10:59:06,521,C,366,2026-02-04 11:00
PL57,2026-02-04T11:58:06,521,C,380,2026-02-04 12:00
PL57,2026-02-04T12:58:07,521,C,376,2026-02-04 13:00
PL57,2026-02-04T13:58:08,521,C,389,2026-02-04 14:00
PL57,2026-02-04T14:59:09,521,C,371,2026-02-04 15:00
PL57,2026-02-04T15:58:10,521,C,375,2026-02-04 16:00
PL57,2026-02-04T16:58:11,521,C,368,2026-02-04 17:00
PL57,2026-02-04T17:59:12,521,C,356,2026-02-04 18:00
PL57,2026-02-04T18:58:13,521,C,304,2026-02-04 19:00
PL57,2026-02-04T19:58:14,521,C,265,2026-02-04 20:00
PL57,2026-02-04T20:59:15,521,C,234,2026-02-04 21:00
PL57,2026-02-04T21:58:16,521,C,206,2026-02-04 22:00
PL57,2026-02-04T22:58:16,521,C,183,2026-02-04 23:00
PL57,2026-02-05T00:00:17,521,C,173,2026-02-05 00:01
PL57,2026-02-05T00:58:18,521,C,169,2026-02-05 01:00
PL57,2026-02-05T01:58:19,521,C,170,2026-02-05 02:00
PL57,2026-02-05T02:59:20,521,C,179,2026-02-05 03:00
PL57,2026-02-05T03:58:21,521,C,177,2026-02-05 04:00
PL57,2026-02-05T04:58:22,521,C,177,2026-02-05 05:00
PL57,2026-02-05T05:59:23,521,C,186,2026-02-05 06:00
PL57,2026-02-05T06:58:24,521,C,227,2026-02-05 07:00
PL57,2026-02-05T07:58:25,521,C,309,2026-02-05 08:00
PL57,2026-02-05T08:59:25,521,C,350,2026-02-05 09:00
PL57,2026-02-05T09:58:26,521,C,374,2026-02-05 10:00
PL57,2026-02-05T10:58:27,521,C,382,2026-02-05 11:00
PL57,2026-02-05T11:59:28,521,C,392,2026-02-05 12:00
PL57,2026-02-05T12:58:29,521,C,393,2026-02-05 13:00
PL57,2026-02-05T13:58:30,521,C,389,2026-02-05 14:00
PL57,2026-02-05T14:58:31,521,C,378,2026-02-05 15:00
PL57,2026-02-05T15:58:32,521,C,372,2026-02-05 16:00
PL57,2026-02-05T16:58:33,521,C,370,2026-02-05 17:00
PL57,2026-02-05T17:58:34,521,C,358,2026-02-05 18:00
PL57,2026-02-05T18:58:35,521,C,322,2026-02-05 19:00
PL57,2026-02-05T19:58:35,521,C,275,2026-02-05 20:00
PL57,2026-02-05T20:58:36,521,C,249,2026-02-05 21:00
PL57,2026-02-05T21:58:37,521,C,225,2026-02-05 22:00
PL57,2026-02-05T22:58:38,521,C,202,2026-02-05 23:00
PL57,2026-02-05T23:59:39,521,C,188,2026-02-06 00:01
PL57,2026-02-06T00:58:40,521,C,187,2026-02-06 01:00
PL57,2026-02-06T01:58:41,521,C,181,2026-02-06 02:00
PL57,2026-02-06T02:57:42,521,C,182,2026-02-06 03:00
PL57,2026-02-06T03:58:43,521,C,182,2026-02-06 04:00
PL57,2026-02-06T04:58:44,521,C,181,2026-02-06 05:00
PL57,2026-02-06T05:57:44,521,C,191,2026-02-06 06:00
PL57,2026-02-06T06:58:45,521,C,244,2026-02-06 07:00
PL57,2026-02-06T07:58:46,521,C,301,2026-02-06 08:00
PL57,2026-02-06T08:57:47,521,C,339,2026-02-06 09:00
PL57,2026-02-06T09:58:48,521,C,353,2026-02-06 10:00
PL57,2026-02-06T10:58:49,521,C,370,2026-02-06 11:00
PL57,2026-02-06T11:57:50,521,C,369,2026-02-06 12:00
PL57,2026-02-06T12:58:51,521,C,383,2026-02-06 13:00
PL57,2026-02-06T13:57:52,521,C,383,2026-02-06 14:00
PL57,2026-02-06T14:58:53,521,C,365,2026-02-06 15:00
PL57,2026-02-06T15:58:54,521,C,347,2026-02-06 16:00
PL57,2026-02-06T16:57:54,521,C,340,2026-02-06 17:00
PL57,2026-02-06T17:58:55,521,C,332,2026-02-06 18:00
PL57,2026-02-06T18:58:56,521,C,327,2026-02-06 19:00
PL57,2026-02-06T19:57:57,521,C,308,2026-02-06 20:00
PL57,2026-02-06T20:58:58,521,C,280,2026-02-06 21:00
PL57,2026-02-06T21:58:59,521,C,233,2026-02-06 22:00
PL57,2026-02-06T22:58:00,521,C,225,2026-02-06 23:00
PL57,2026-02-07T00:00:01,521,C,197,2026-02-07 00:01
PL57,2026-02-07T00:59:02,521,C,182,2026-02-07 01:00
PL57,2026-02-07T01:58:03,521,C,183,2026-02-07 02:00
PL57,2026-02-07T02:58:03,521,C,178,2026-02-07 03:00
PL57,2026-02-07T03:58:04,521,C,173,2026-02-07 04:00
PL57,2026-02-07T04:59:05,521,C,176,2026-02-07 05:00
PL57,2026-02-07T05:58:06,521,C,180,2026-02-07 06:00
PL57,2026-02-07T06:58:07,521,C,200,2026-02-07 07:00
PL57,2026-02-07T07:59:08,521,C,222,2026-02-07 08:00
PL57,2026-02-07T08:58:09,521,C,255,2026-02-07 09:00
PL57,2026-02-07T09:58:10,521,C,270,2026-02-07 10:00
PL57,2026-02-07T10:59:11,521,C,297,2026-02-07 11:00
PL57,2026-02-07T11:58:12,521,C,321,2026-02-07 12:00
PL57,2026-02-07T12:59:13,521,C,321,2026-02-07 13:00
PL57,2026-02-07T13:58:13,521,C,304,2026-02-07 14:00
PL57,2026-02-07T14:58:14,521,C,295,2026-02-07 15:00
PL57,2026-02-07T15:59:15,521,C,305,2026-02-07 16:00
PL57,2026-02-07T16:58:16,521,C,295,2026-02-07 17:00
PL57,2026-02-07T17:58:17,521,C,329,2026-02-07 18:00
PL57,2026-02-07T18:59:18,521,C,312,2026-02-07 19:00
PL57,2026-02-07T19:58:19,521,C,305,2026-02-07 20:00
PL57,2026-02-07T20:58:20,521,C,276,2026-02-07 21:00
PL57,2026-02-07T21:59:21,521,C,242,2026-02-07 22:00
PL57,2026-02-07T22:58:22,521,C,209,2026-02-07 23:00
PL57,2026-02-07T23:59:22,521,C,186,2026-02-08 00:01
PL57,2026-02-08T00:59:23,521,C,174,2026-02-08 01:00
PL57,2026-02-08T01:58:24,521,C,168,2026-02-08 02:00
PL57,2026-02-08T02:58:25,521,C,176,2026-02-08 03:00
PL57,2026-02-08T03:58:26,521,C,170,2026-02-08 04:00
PL57,2026-02-08T04:58:27,521,C,169,2026-02-08 05:00
PL57,2026-02-08T05:58:28,521,C,176,2026-02-08 06:00
PL57,2026-02-08T06:58:29,521,C,189,2026-02-08 07:00
PL57,2026-02-08T07:58:30,521,C,201,2026-02-08 08:00
PL57,2026-02-08T08:58:31,521,C,229,2026-02-08 09:00
PL57,2026-02-08T09:58:31,521,C,246,2026-02-08 10:00
PL57,2026-02-08T10:58:32,521,C,264,2026-02-08 11:00
PL57,2026-02-08T11:58:33,521,C,268,2026-02-08 12:00
PL57,2026-02-08T12:58:34,521,C,257,2026-02-08 13:00
PL57,2026-02-08T13:58:35,521,C,294,2026-02-08 14:00
PL57,2026-02-08T14:58:36,521,C,282,2026-02-08 15:00
PL57,2026-02-08T15:58:37,521,C,287,2026-02-08 16:00
PL57,2026-02-08T16:58:38,521,C,279,2026-02-08 17:00
PL57,2026-02-08T17:58:39,521,C,286,2026-02-08 18:00
PL57,2026-02-08T18:58:40,521,C,281,2026-02-08 19:00
PL57,2026-02-08T19:58:41,521,C,272,2026-02-08 20:00
PL57,2026-02-08T20:58:41,521,C,243,2026-02-08 21:00
PL57,2026-02-08T21:58:42,521,C,206,2026-02-08 22:00
PL57,2026-02-08T22:58:43,521,C,189,2026-02-08 23:00
PL57,2026-02-08T23:59:44,521,C,179,2026-02-09 00:01
PL57,2026-02-09T00:58:45,521,C,170,2026-02-09 01:00
PL57,2026-02-09T01:58:46,521,C,169,2026-02-09 02:00
PL57,2026-02-09T02:57:47,521,C,173,2026-02-09 03:00
PL57,2026-02-09T03:58:48,521,C,171,2026-02-09 04:00
PL57,2026-02-09T04:58:49,521,C,170,2026-02-09 05:00
PL57,2026-02-09T05:57:50,521,C,179,2026-02-09 06:00
PL57,2026-02-09T06:58:50,521,C,234,2026-02-09 07:00
PL57,2026-02-09T07:58:51,521,C,314,2026-02-09 08:00
PL57,2026-02-09T08:57:52,521,C,356,2026-02-09 09:00
PL57,2026-02-09T09:58:53,521,C,371,2026-02-09 10:00
PL57,2026-02-09T10:58:54,521,C,371,2026-02-09 11:00
PL57,2026-02-09T11:57:55,521,C,389,2026-02-09 12:00
PL57,2026-02-09T12:57:56,521,C,392,2026-02-09 13:00
PL57,2026-02-09T13:58:57,521,C,387,2026-02-09 14:00
PL57,2026-02-09T14:58:58,521,C,378,2026-02-09 15:00
PL57,2026-02-09T15:57:59,521,C,360,2026-02-09 16:00
PL57,2026-02-09T16:59:00,521,C,355,2026-02-09 17:00
PL57,2026-02-09T17:59:00,521,C,350,2026-02-09 18:00
PL57,2026-02-09T18:58:01,521,C,304,2026-02-09 19:00
PL57,2026-02-09T19:59:02,521,C,258,2026-02-09 20:00
PL57,2026-02-09T20:58:03,521,C,231,2026-02-09 21:00
PL57,2026-02-09T21:58:04,521,C,199,2026-02-09 22:00
PL57,2026-02-09T22:59:05,521,C,178,2026-02-09 23:00
PL57,2026-02-09T23:59:06,521,C,178,2026-02-10 00:01
PL57,2026-02-10T00:58:07,521,C,169,2026-02-10 01:00
PL57,2026-02-10T01:59:08,521,C,166,2026-02-10 02:00
PL57,2026-02-10T02:58:09,521,C,164,2026-02-10 03:00
PL57,2026-02-10T03:58:09,521,C,162,2026-02-10 04:00
PL57,2026-02-10T04:59:10,521,C,165,2026-02-10 05:00
PL57,2026-02-10T05:58:11,521,C,174,2026-02-10 06:00
PL57,2026-02-10T06:58:12,521,C,227,2026-02-10 07:00
PL57,2026-02-10T07:59:13,521,C,294,2026-02-10 08:00
PL57,2026-02-10T08:58:14,521,C,334,2026-02-10 09:00
PL57,2026-02-10T09:58:15,521,C,363,2026-02-10 10:00
PL57,2026-02-10T10:59:16,521,C,358,2026-02-10 11:00
PL57,2026-02-10T11:58:17,521,C,373,2026-02-10 12:00
PL57,2026-02-10T12:59:18,521,C,388,2026-02-10 13:00
PL57,2026-02-10T13:58:19,521,C,376,2026-02-10 14:00
PL57,2026-02-10T14:58:19,521,C,378,2026-02-10 15:00
PL57,2026-02-10T15:59:20,521,C,372,2026-02-10 16:00
PL57,2026-02-10T16:58:21,521,C,359,2026-02-10 17:00
PL57,2026-02-10T17:58:22,521,C,347,2026-02-10 18:00
PL57,2026-02-10T18:59:23,521,C,312,2026-02-10 19:00
PL57,2026-02-10T19:58:24,521,C,263,2026-02-10 20:00
PL57,2026-02-10T20:58:25,521,C,240,2026-02-10 21:00
PL57,2026-02-10T21:58:26,521,C,203,2026-02-10 22:00
PL57,2026-02-10T22:58:27,521,C,188,2026-02-10 23:00
PL57,2026-02-10T23:59:28,521,C,174,2026-02-11 00:01
PL57,2026-02-11T00:58:28,521,C,168,2026-02-11 01:00
PL57,2026-02-11T01:58:29,521,C,162,2026-02-11 02:00
PL57,2026-02-11T02:58:30,521,C,166,2026-02-11 03:00
PL57,2026-02-11T03:58:45,521,C,168,2026-02-11 04:00
PL57,2026-02-11T04:58:45,521,C,169,2026-02-11 05:00
PL57,2026-02-11T05:58:45,521,C,177,2026-02-11 06:00
PL57,2026-02-11T06:58:46,521,C,231,2026-02-11 07:00
PL57,2026-02-11T07:58:46,521,C,305,2026-02-11 08:00
PL57,2026-02-11T08:58:46,521,C,355,2026-02-11 09:00
PL57,2026-02-11T09:58:47,521,C,366,2026-02-11 10:00
PL57,2026-02-11T10:58:47,521,C,374,2026-02-11 11:00
PL57,2026-02-11T11:58:47,521,C,383,2026-02-11 12:00
PL57,2026-02-11T12:58:48,521,C,387,2026-02-11 13:00
PL57,2026-02-11T13:58:48,521,C,391,2026-02-11 14:00
PL57,2026-02-11T14:58:48,521,C,383,2026-02-11 15:00
PL57,2026-02-11T15:58:48,521,C,370,2026-02-11 16:00
PL57,2026-02-11T16:58:49,521,C,357,2026-02-11 17:00
PL57,2026-02-11T17:58:49,521,C,338,2026-02-11 18:00
PL57,2026-02-11T18:58:49,521,C,291,2026-02-11 19:00
PL57,2026-02-11T19:58:50,521,C,268,2026-02-11 20:00
PL57,2026-02-11T20:58:50,521,C,253,2026-02-11 21:00
PL57,2026-02-11T21:58:50,521,C,225,2026-02-11 22:00
PL57,2026-02-11T22:57:51,521,C,196,2026-02-11 23:00
PL57,2026-02-11T23:59:51,521,C,189,2026-02-12 00:01
PL57,2026-02-12T00:58:51,521,C,179,2026-02-12 01:00
PL57,2026-02-12T01:58:51,521,C,173,2026-02-12 02:00
PL57,2026-02-12T02:58:52,521,C,182,2026-02-12 03:00
PL57,2026-02-12T03:57:52,521,C,180,2026-02-12 04:00
PL57,2026-02-12T04:58:52,521,C,181,2026-02-12 05:00
PL57,2026-02-12T05:58:52,521,C,188,2026-02-12 06:00
PL57,2026-02-12T06:57:53,521,C,242,2026-02-12 07:00
PL57,2026-02-12T07:58:53,521,C,309,2026-02-12 08:00
PL57,2026-02-12T08:58:53,521,C,351,2026-02-12 09:00
PL57,2026-02-12T09:57:53,521,C,369,2026-02-12 10:00
PL57,2026-02-12T10:58:54,521,C,379,2026-02-12 11:00
PL57,2026-02-12T11:58:54,521,C,392,2026-02-12 12:00
PL57,2026-02-12T12:58:55,521,C,404,2026-02-12 13:00
PL57,2026-02-12T13:57:55,521,C,399,2026-02-12 14:00
PL57,2026-02-12T14:58:55,521,C,382,2026-02-12 15:00
PL57,2026-02-12T15:58:56,521,C,371,2026-02-12 16:00
PL57,2026-02-12T16:57:56,521,C,374,2026-02-12 17:00
PL57,2026-02-12T17:58:56,521,C,344,2026-02-12 18:00
PL57,2026-02-12T18:58:56,521,C,312,2026-02-12 19:00
PL57,2026-02-12T19:57:57,521,C,278,2026-02-12 20:00
PL57,2026-02-12T20:58:57,521,C,251,2026-02-12 21:00
PL57,2026-02-12T21:58:57,521,C,235,2026-02-12 22:00
PL57,2026-02-12T22:57:58,521,C,207,2026-02-12 23:00
PL57,2026-02-12T23:59:58,521,C,193,2026-02-13 00:01
PL57,2026-02-13T00:58:58,521,C,188,2026-02-13 01:00
PL57,2026-02-13T01:57:58,521,C,184,2026-02-13 02:00
PL57,2026-02-13T02:58:59,521,C,181,2026-02-13 03:00
PL57,2026-02-13T03:57:59,521,C,180,2026-02-13 04:00
PL57,2026-02-13T04:58:59,521,C,179,2026-02-13 05:00
PL57,2026-02-13T05:59:00,521,C,188,2026-02-13 06:00
PL57,2026-02-13T06:58:00,521,C,233,2026-02-13 07:00
PL57,2026-02-13T07:59:00,521,C,295,2026-02-13 08:00
PL57,2026-02-13T08:59:01,521,C,336,2026-02-13 09:00
PL57,2026-02-13T09:58:01,521,C,346,2026-02-13 10:00
PL57,2026-02-13T10:59:01,521,C,354,2026-02-13 11:00
PL57,2026-02-13T11:59:02,521,C,363,2026-02-13 12:00
PL57,2026-02-13T12:59:02,521,C,377,2026-02-13 13:00
PL57,2026-02-13T13:58:02,521,C,379,2026-02-13 14:00
PL57,2026-02-13T14:59:03,521,C,366,2026-02-13 15:00
PL57,2026-02-13T15:59:03,521,C,355,2026-02-13 16:00
PL57,2026-02-13T16:58:03,521,C,343,2026-02-13 17:00
PL57,2026-02-13T17:59:04,521,C,337,2026-02-13 18:00
PL57,2026-02-13T18:59:04,521,C,321,2026-02-13 19:00
PL57,2026-02-13T19:58:05,521,C,297,2026-02-13 20:00
PL57,2026-02-13T20:59:05,521,C,270,2026-02-13 21:00
PL57,2026-02-13T21:59:05,521,C,250,2026-02-13 22:00
PL57,2026-02-13T22:58:05,521,C,231,2026-02-13 23:00
PL57,2026-02-14T00:00:06,521,C,219,2026-02-14 00:01
PL57,2026-02-14T00:59:06,521,C,205,2026-02-14 01:00
PL57,2026-02-14T01:58:06,521,C,202,2026-02-14 02:00
PL57,2026-02-14T02:59:07,521,C,198,2026-02-14 03:00
PL57,2026-02-14T03:58:07,521,C,198,2026-02-14 04:00
PL57,2026-02-14T04:59:07,521,C,202,2026-02-14 05:00
PL57,2026-02-14T05:59:08,521,C,210,2026-02-14 06:00
PL57,2026-02-14T06:58:08,521,C,222,2026-02-14 07:00
PL57,2026-02-14T07:58:08,521,C,244,2026-02-14 08:00
PL57,2026-02-14T08:59:09,521,C,267,2026-02-14 09:00
PL57,2026-02-14T09:58:09,521,C,284,2026-02-14 10:00
PL57,2026-02-14T10:58:09,521,C,313,2026-02-14 11:00
PL57,2026-02-14T11:59:10,521,C,335,2026-02-14 12:00
PL57,2026-02-14T12:59:10,521,C,331,2026-02-14 13:00
PL57,2026-02-14T13:58:10,521,C,314,2026-02-14 14:00
PL57,2026-02-14T14:58:10,521,C,309,2026-02-14 15:00
PL57,2026-02-14T15:59:11,521,C,300,2026-02-14 16:00
PL57,2026-02-14T16:58:11,521,C,303,2026-02-14 17:00
PL57,2026-02-14T17:58:11,521,C,332,2026-02-14 18:00
PL57,2026-02-14T18:59:12,521,C,336,2026-02-14 19:00
PL57,2026-02-14T19:58:12,521,C,341,2026-02-14 20:00
PL57,2026-02-14T20:58:12,521,C,297,2026-02-14 21:00
PL57,2026-02-14T21:59:13,521,C,256,2026-02-14 22:00
PL57,2026-02-14T22:58:13,521,C,231,2026-02-14 23:00
PL57,2026-02-14T23:59:13,521,C,211,2026-02-15 00:01
PL57,2026-02-15T00:59:14,521,C,206,2026-02-15 01:00
PL57,2026-02-15T01:58:14,521,C,205,2026-02-15 02:00
PL57,2026-02-15T02:58:14,521,C,201,2026-02-15 03:00
PL57,2026-02-15T03:58:15,521,C,199,2026-02-15 04:00
PL57,2026-02-15T04:59:15,521,C,197,2026-02-15 05:00
PL57,2026-02-15T05:58:15,521,C,202,2026-02-15 06:00
PL57,2026-02-15T06:58:16,521,C,213,2026-02-15 07:00
PL57,2026-02-15T07:59:16,521,C,218,2026-02-15 08:00
PL57,2026-02-15T08:58:16,521,C,250,2026-02-15 09:00
PL57,2026-02-15T10:59:17,521,C,288,2026-02-15 11:00
PL57,2026-02-15T11:58:17,521,C,294,2026-02-15 12:00
PL57,2026-02-15T12:58:17,521,C,283,2026-02-15 13:00
PL57,2026-02-15T13:58:18,521,C,290,2026-02-15 14:00
PL57,2026-02-15T14:59:18,521,C,288,2026-02-15 15:00
PL57,2026-02-15T15:58:18,521,C,282,2026-02-15 16:00
PL57,2026-02-15T16:58:19,521,C,278,2026-02-15 17:00
PL57,2026-02-15T17:58:19,521,C,286,2026-02-15 18:00
PL57,2026-02-15T18:58:19,521,C,297,2026-02-15 19:00
PL57,2026-02-15T19:58:20,521,C,295,2026-02-15 20:00
PL57,2026-02-15T20:58:20,521,C,269,2026-02-15 21:00
PL57,2026-02-15T21:58:20,521,C,242,2026-02-15 22:00
PL57,2026-02-15T22:58:21,521,C,217,2026-02-15 23:00
PL57,2026-02-15T23:59:21,521,C,203,2026-02-16 00:01
PL57,2026-02-16T00:59:21,521,C,203,2026-02-16 01:00
PL57,2026-02-16T01:58:22,521,C,196,2026-02-16 02:00
PL57,2026-02-16T03:58:22,521,C,192,2026-02-16 04:00
PL57,2026-02-16T04:58:23,521,C,194,2026-02-16 05:00
PL57,2026-02-16T05:59:23,521,C,201,2026-02-16 06:00
PL57,2026-02-16T06:58:23,521,C,236,2026-02-16 07:00
PL57,2026-02-16T07:58:24,521,C,276,2026-02-16 08:00
PL57,2026-02-16T08:59:24,521,C,286,2026-02-16 09:00
PL57,2026-02-16T09:58:24,521,C,304,2026-02-16 10:00
PL57,2026-02-16T10:58:25,521,C,320,2026-02-16 11:00
PL57,2026-02-16T11:59:25,521,C,312,2026-02-16 12:00
PL57,2026-02-16T12:58:25,521,C,306,2026-02-16 13:00
PL57,2026-02-16T13:58:26,521,C,296,2026-02-16 14:00
PL57,2026-02-16T14:58:26,521,C,276,2026-02-16 15:00
PL57,2026-02-16T15:59:26,521,C,265,2026-02-16 16:00
PL57,2026-02-16T16:58:26,521,C,275,2026-02-16 17:00
PL57,2026-02-16T17:58:27,521,C,304,2026-02-16 18:00
PL57,2026-02-16T18:59:27,521,C,305,2026-02-16 19:00
PL57,2026-02-16T19:58:27,521,C,304,2026-02-16 20:00
PL57,2026-02-16T20:58:28,521,C,300,2026-02-16 21:00
PL57,2026-02-16T21:59:28,521,C,265,2026-02-16 22:00
PL57,2026-02-16T22:58:28,521,C,218,2026-02-16 23:00
PL57,2026-02-16T23:59:29,521,C,205,2026-02-17 00:01
PL57,2026-02-17T00:58:29,521,C,194,2026-02-17 01:00
PL57,2026-02-17T01:58:29,521,C,186,2026-02-17 02:00
PL57,2026-02-17T02:59:30,521,C,190,2026-02-17 03:00
PL57,2026-02-17T03:58:30,521,C,186,2026-02-17 04:00
PL57,2026-02-17T04:58:30,521,C,182,2026-02-17 05:00
PL57,2026-02-17T05:58:30,521,C,188,2026-02-17 06:00
PL57,2026-02-17T06:58:31,521,C,198,2026-02-17 07:00
PL57,2026-02-17T07:58:31,521,C,197,2026-02-17 08:00
PL57,2026-02-17T08:58:31,521,C,206,2026-02-17 09:00
PL57,2026-02-17T09:58:32,521,C,217,2026-02-17 10:00
PL57,2026-02-17T11:58:32,521,C,318,2026-02-17 12:00
PL57,2026-02-17T12:58:33,521,C,333,2026-02-17 13:00
PL57,2026-02-17T13:58:33,521,C,357,2026-02-17 14:00
PL57,2026-02-17T14:58:33,521,C,355,2026-02-17 15:00
PL57,2026-02-17T15:58:34,521,C,337,2026-02-17 16:00
PL57,2026-02-17T16:58:34,521,C,329,2026-02-17 17:00
PL57,2026-02-17T17:58:34,521,C,323,2026-02-17 18:00
PL57,2026-02-17T18:58:35,521,C,317,2026-02-17 19:00
PL57,2026-02-17T19:58:35,521,C,315,2026-02-17 20:00
PL57,2026-02-17T20:58:35,521,C,294,2026-02-17 21:00
PL57,2026-02-17T21:58:35,521,C,244,2026-02-17 22:00
PL57,2026-02-17T22:58:36,521,C,229,2026-02-17 23:00
PL57,2026-02-17T23:59:36,521,C,208,2026-02-18 00:01
PL57,2026-02-18T00:58:36,521,C,204,2026-02-18 01:00
PL57,2026-02-18T01:58:37,521,C,198,2026-02-18 02:00
PL57,2026-02-18T02:58:37,521,C,199,2026-02-18 03:00
PL57,2026-02-18T03:58:16,521,C,191,2026-02-18 04:00
PL57,2026-02-18T04:59:17,521,C,190,2026-02-18 05:00
PL57,2026-02-18T05:58:18,521,C,197,2026-02-18 06:00
PL57,2026-02-18T06:58:19,521,C,204,2026-02-18 07:00
PL57,2026-02-18T07:59:20,521,C,210,2026-02-18 08:00
PL57,2026-02-18T08:58:21,521,C,215,2026-02-18 09:00
PL57,2026-02-18T09:58:22,521,C,222,2026-02-18 10:00
PL57,2026-02-18T10:59:14,521,C,245,2026-02-18 11:00
PL57,2026-02-18T11:58:23,521,C,287,2026-02-18 12:00
PL57,2026-02-18T12:58:24,521,C,310,2026-02-18 13:00
PL57,2026-02-18T13:58:25,521,C,331,2026-02-18 14:00
PL57,2026-02-18T14:59:17,521,C,330,2026-02-18 15:00
PL57,2026-02-18T15:58:27,521,C,327,2026-02-18 16:00
PL57,2026-02-18T16:58:28,521,C,309,2026-02-18 17:00
PL57,2026-02-18T17:58:29,521,C,305,2026-02-18 18:00
PL57,2026-02-18T18:58:30,521,C,314,2026-02-18 19:00
PL57,2026-02-18T19:58:31,521,C,283,2026-02-18 20:00
PL57,2026-02-18T20:58:31,521,C,260,2026-02-18 21:00
PL57,2026-02-18T21:58:32,521,C,230,2026-02-18 22:00
PL57,2026-02-18T22:58:33,521,C,211,2026-02-18 23:00
PL57,2026-02-18T23:59:34,521,C,201,2026-02-19 00:01
PL57,2026-02-19T00:59:26,521,C,196,2026-02-19 01:00
PL57,2026-02-19T01:58:36,521,C,190,2026-02-19 02:00
PL57,2026-02-19T02:58:37,521,C,191,2026-02-19 03:00
PL57,2026-02-19T03:58:38,521,C,190,2026-02-19 04:00
PL57,2026-02-19T04:58:39,521,C,186,2026-02-19 05:00
PL57,2026-02-19T05:58:31,521,C,193,2026-02-19 06:00
PL57,2026-02-19T06:58:41,521,C,236,2026-02-19 07:00
PL57,2026-02-19T07:58:41,521,C,290,2026-02-19 08:00
PL57,2026-02-19T08:59:34,521,C,309,2026-02-19 09:00
PL57,2026-02-19T09:58:43,521,C,319,2026-02-19 10:00
PL57,2026-02-19T10:58:44,521,C,336,2026-02-19 11:00
PL57,2026-02-19T11:58:45,521,C,337,2026-02-19 12:00
PL57,2026-02-19T12:58:46,521,C,349,2026-02-19 13:00
PL57,2026-02-19T13:58:47,521,C,343,2026-02-19 14:00
PL57,2026-02-19T14:58:48,521,C,325,2026-02-19 15:00
PL57,2026-02-19T15:58:49,521,C,332,2026-02-19 16:00
PL57,2026-02-19T16:58:50,521,C,335,2026-02-19 17:00
PL57,2026-02-19T17:58:50,521,C,317,2026-02-19 18:00
PL57,2026-02-19T18:58:51,521,C,268,2026-02-19 19:00
PL57,2026-02-19T19:58:44,521,C,257,2026-02-19 20:00
PL57,2026-02-19T20:58:53,521,C,240,2026-02-19 21:00
PL57,2026-02-19T21:58:54,521,C,225,2026-02-19 22:00
PL57,2026-02-19T22:58:46,521,C,204,2026-02-19 23:00
PL57,2026-02-19T23:59:56,521,C,205,2026-02-20 00:01
PL57,2026-02-20T00:58:57,521,C,200,2026-02-20 01:00
PL57,2026-02-20T01:57:58,521,C,197,2026-02-20 02:00
PL57,2026-02-20T02:58:59,521,C,197,2026-02-20 03:00
PL57,2026-02-20T04:59:00,521,C,195,2026-02-20 05:00
PL57,2026-02-20T05:59:01,521,C,198,2026-02-20 06:00
PL57,2026-02-20T06:58:02,521,C,239,2026-02-20 07:00
PL57,2026-02-20T07:59:03,521,C,285,2026-02-20 08:00
PL57,2026-02-20T08:59:04,521,C,310,2026-02-20 09:00
PL57,2026-02-20T09:58:05,521,C,335,2026-02-20 10:00
PL57,2026-02-20T10:58:57,521,C,329,2026-02-20 11:00
PL57,2026-02-20T11:59:07,521,C,339,2026-02-20 12:00
PL57,2026-02-20T12:59:08,521,C,357,2026-02-20 13:00
PL57,2026-02-20T13:58:09,521,C,355,2026-02-20 14:00
PL57,2026-02-20T14:59:01,521,C,346,2026-02-20 15:00
PL57,2026-02-20T15:59:10,521,C,347,2026-02-20 16:00
PL57,2026-02-20T16:58:11,521,C,334,2026-02-20 17:00
PL57,2026-02-20T17:59:04,521,C,321,2026-02-20 18:00
PL57,2026-02-20T18:59:13,521,C,282,2026-02-20 19:00
PL57,2026-02-20T19:58:14,521,C,267,2026-02-20 20:00
PL57,2026-02-20T20:58:15,521,C,265,2026-02-20 21:00
PL57,2026-02-20T21:59:16,521,C,247,2026-02-20 22:00
PL57,2026-02-20T22:58:17,521,C,233,2026-02-20 23:00
PL57,2026-02-20T23:59:18,521,C,210,2026-02-21 00:01
PL57,2026-02-21T00:59:19,521,C,199,2026-02-21 01:00
PL57,2026-02-21T01:58:19,521,C,199,2026-02-21 02:00
PL57,2026-02-21T02:59:20,521,C,201,2026-02-21 03:00
PL57,2026-02-21T03:58:21,521,C,201,2026-02-21 04:00
PL57,2026-02-21T04:58:22,521,C,201,2026-02-21 05:00
PL57,2026-02-21T05:59:23,521,C,207,2026-02-21 06:00
PL57,2026-02-21T06:58:24,521,C,208,2026-02-21 07:00
PL57,2026-02-21T07:58:25,521,C,225,2026-02-21 08:00
